Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Pre-draft Team,Real_value,Height CM,Weight KG,Last Season
Allen Iverson,Denver Nuggets,West,"Nov 18, 2007",G,6'0,165,32,1996,11,2007-2008,2008,Georgetown,0.5,183,74,0
Kevin Garnett,Boston Celtics,East,"Nov 11, 2007",PF,6'11,240,31,1995,12,2007-2008,2008,Farragut Career Academy (Illinois),0.5,211,108,0
Yao Ming,Houston Rockets,West,"Nov 11, 2007",C,7'6,310,27,2002,5,2007-2008,2008,Shanghai Dongfang (China),0.5,229,140,0
Danny Granger,Indiana Pacers,East,"Nov 4, 2007",GF,6'9,222,24,2005,2,2007-2008,2008,New Mexico,0.5,206,100,0
Tracy McGrady,Houston Rockets,West,"Nov 4, 2007",GF,6'8,210,28,1997,10,2007-2008,2008,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Ben Gordon,Chicago Bulls,East,"Apr 15, 2007",SG,6'3,200,23,2004,2,2006-2007,2007,Connecticut,0.5,190,90,0
Tracy McGrady,Houston Rockets,West,"Apr 15, 2007",GF,6'8,210,27,1997,9,2006-2007,2007,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Gerald Wallace,Charlotte Bobcats,East,"Apr 8, 2007",F,6'7,220,24,2001,5,2006-2007,2007,Alabama,0.5,201,99,0
Tim Duncan,San Antonio Spurs,West,"Apr 8, 2007",FC,6'11,250,30,1997,9,2006-2007,2007,Wake Forest,0.5,211,113,0
Chris Bosh,Toronto Raptors,East,"Apr 1, 2007",PF,6'11,235,22,2003,3,2006-2007,2007,Georgia Tech,0.5,211,106,0
Yao Ming,Houston Rockets,West,"Apr 1, 2007",C,7'6,310,26,2002,4,2006-2007,2007,Shanghai Dongfang (China),0.5,229,140,0
Gerald Wallace,Charlotte Bobcats,East,"Mar 25, 2007",F,6'7,220,24,2001,5,2006-2007,2007,Alabama,0.5,201,99,0
Kobe Bryant,Los Angeles Lakers,West,"Mar 25, 2007",SG,6'6,212,28,1996,10,2006-2007,2007,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jason Kidd,New Jersey Nets,East,"Mar 18, 2007",PG,6'4,210,33,1994,12,2006-2007,2007,California,0.5,193,95,0
Kobe Bryant,Los Angeles Lakers,West,"Mar 18, 2007",SG,6'6,212,28,1996,10,2006-2007,2007,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Cleveland Cavaliers,East,"Mar 11, 2007",F,6'8,250,22,2003,3,2006-2007,2007,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Manu Ginobili,San Antonio Spurs,West,"Mar 11, 2007",SG,6'6,205,29,1999,4,2006-2007,2007,Viola Reggio Calabria (Italy),0.5,198,93,0
Al Jefferson,Boston Celtics,East,"Mar 4, 2007",FC,6'10,289,22,2004,2,2006-2007,2007,Prentiss High School (Mississippi),0.5,208,131,0
Kevin Martin,Sacramento Kings,West,"Mar 4, 2007",SG,6'7,199,24,2004,2,2006-2007,2007,Western Carolina,0.5,201,90,0
Vince Carter,New Jersey Nets,East,"Feb 25, 2007",SF,6'6,220,30,1998,8,2006-2007,2007,North Carolina,0.5,198,99,0
Amar'e Stoudemire,Phoenix Suns,West,"Feb 25, 2007",FC,6'10,245,24,2002,4,2006-2007,2007,Cypress Creek High School (Florida),0.5,208,111,0
Dwyane Wade,Miami Heat,East,"Feb 11, 2007",SG,6'4,220,25,2003,3,2006-2007,2007,Marquette,0.5,193,99,0
Carmelo Anthony,Denver Nuggets,West,"Feb 11, 2007",F,6'8,240,22,2003,3,2006-2007,2007,Syracuse,0.5,203,108,0
Dwyane Wade,Miami Heat,East,"Feb 4, 2007",SG,6'4,220,25,2003,3,2006-2007,2007,Marquette,0.5,193,99,0
Mehmet Okur,Utah Jazz,West,"Feb 4, 2007",FC,6'11,249,27,2001,4,2006-2007,2007,Anadolu Efes (Turkey),0.5,211,113,0
Ben Gordon,Chicago Bulls,East,"Jan 28, 2007",SG,6'3,200,23,2004,2,2006-2007,2007,Connecticut,0.5,190,90,0
Steve Nash,Phoenix Suns,West,"Jan 28, 2007",G,6'3,178,33,1996,10,2006-2007,2007,Santa Clara,0.5,190,80,0
Caron Butler,Washington Wizards,East,"Jan 21, 2007",SF,6'7,228,26,2002,4,2006-2007,2007,Connecticut,0.5,201,103,0
Steve Nash,Phoenix Suns,West,"Jan 21, 2007",G,6'3,178,33,1996,10,2006-2007,2007,Santa Clara,0.5,190,80,0
Dwyane Wade,Miami Heat,East,"Jan 14, 2007",SG,6'4,220,25,2003,3,2006-2007,2007,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,"Jan 14, 2007",PF,7'0,245,28,1998,8,2006-2007,2007,DJK Wurzburg (Germany),0.5,213,111,0
Gilbert Arenas,Washington Wizards,East,"Jan 7, 2007",G,6'3,191,25,2001,5,2006-2007,2007,Arizona,0.5,190,86,0
Kevin Garnett,Minnesota Timberwolves,West,"Jan 7, 2007",PF,6'11,240,30,1995,11,2006-2007,2007,Farragut Career Academy (Illinois),0.5,211,108,0
Michael Redd,Milwaukee Bucks,East,"Dec 31, 2006",G,6'6,220,27,2000,6,2006-2007,2007,Ohio State,0.5,198,99,0
Josh Howard,Dallas Mavericks,West,"Dec 31, 2006",GF,6'7,210,26,2003,3,2006-2007,2007,Wake Forest,0.5,201,95,0
Mo Williams,Milwaukee Bucks,East,"Dec 24, 2006",G,6'1,198,24,2003,3,2006-2007,2007,Alabama,0.5,185,89,0
Josh Howard,Dallas Mavericks,West,"Dec 24, 2006",GF,6'7,210,26,2003,3,2006-2007,2007,Wake Forest,0.5,201,95,0
Gilbert Arenas,Washington Wizards,East,"Dec 17, 2006",G,6'3,191,25,2001,5,2006-2007,2007,Arizona,0.5,190,86,0
Carlos Boozer,Utah Jazz,West,"Dec 17, 2006",PF,6'9,266,25,2002,4,2006-2007,2007,Duke,0.5,206,120,0
Gilbert Arenas,Washington Wizards,East,"Dec 10, 2006",G,6'3,191,25,2001,5,2006-2007,2007,Arizona,0.5,190,86,0
Steve Nash,Phoenix Suns,West,"Dec 10, 2006",G,6'3,178,33,1996,10,2006-2007,2007,Santa Clara,0.5,190,80,0
Michael Redd,Milwaukee Bucks,East,"Dec 3, 2006",G,6'6,220,27,2000,6,2006-2007,2007,Ohio State,0.5,198,99,0
Carmelo Anthony,Denver Nuggets,West,"Dec 3, 2006",F,6'8,240,22,2003,3,2006-2007,2007,Syracuse,0.5,203,108,0
Dwight Howard,Orlando Magic,East,"Nov 26, 2006",C,6'11,265,21,2004,2,2006-2007,2007,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Carmelo Anthony,Denver Nuggets,West,"Nov 26, 2006",F,6'8,240,22,2003,3,2006-2007,2007,Syracuse,0.5,203,108,0
LeBron James,Cleveland Cavaliers,East,"Nov 19, 2006",F,6'8,250,22,2003,3,2006-2007,2007,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Dirk Nowitzki,Dallas Mavericks,West,"Nov 19, 2006",PF,7'0,245,28,1998,8,2006-2007,2007,DJK Wurzburg (Germany),0.5,213,111,0
Joe Johnson,Atlanta Hawks,East,"Nov 12, 2006",SG,6'7,240,25,2001,5,2006-2007,2007,Arkansas,0.5,201,108,0
Yao Ming,Houston Rockets,West,"Nov 12, 2006",C,7'6,310,26,2002,4,2006-2007,2007,Shanghai Dongfang (China),0.5,229,140,0
Allen Iverson,Philadelphia Sixers,East,"Nov 6, 2006",G,6'0,165,31,1996,10,2006-2007,2007,Georgetown,0.5,183,74,0
Carlos Boozer,Utah Jazz,West,"Nov 6, 2006",PF,6'9,266,25,2002,4,2006-2007,2007,Duke,0.5,206,120,0
Ben Gordon,Chicago Bulls,East,"Apr 16, 2006",SG,6'3,200,22,2004,1,2005-2006,2006,Connecticut,0.5,190,90,0
Kobe Bryant,Los Angeles Lakers,West,"Apr 16, 2006",SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jamal Crawford,New York Knicks,East,"Apr 9, 2006",SG,6'5,195,25,2000,5,2005-2006,2006,Michigan,0.5,196,88,0
Chris Wilcox,Seattle SuperSonics,West,"Apr 9, 2006",FC,6'10,235,23,2002,3,2005-2006,2006,Maryland,0.5,208,106,0
LeBron James,Cleveland Cavaliers,East,"Apr 2, 2006",F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Yao Ming,Houston Rockets,West,"Apr 2, 2006",C,7'6,310,25,2002,3,2005-2006,2006,Shanghai Dongfang (China),0.5,229,140,0
LeBron James,Cleveland Cavaliers,East,"Mar 26, 2006",F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Pau Gasol,Memphis Grizzlies,West,"Mar 26, 2006",FC,7'0,250,25,2001,4,2005-2006,2006,FC Barcelona Lassa (Spain),0.5,213,113,0
LeBron James,Cleveland Cavaliers,East,"Mar 19, 2006",F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Carmelo Anthony,Denver Nuggets,West,"Mar 19, 2006",F,6'8,240,21,2003,2,2005-2006,2006,Syracuse,0.5,203,108,0
Paul Pierce,Boston Celtics,East,"Mar 12, 2006",SF,6'7,235,28,1998,7,2005-2006,2006,Kansas,0.5,201,106,0
Mike Bibby,Sacramento Kings,West,"Mar 12, 2006",G,6'2,195,27,1998,7,2005-2006,2006,Arizona,0.5,188,88,0
Allen Iverson,Philadelphia Sixers,East,"Mar 5, 2006",G,6'0,165,30,1996,9,2005-2006,2006,Georgetown,0.5,183,74,0
Pau Gasol,Memphis Grizzlies,West,"Mar 5, 2006",FC,7'0,250,25,2001,4,2005-2006,2006,FC Barcelona Lassa (Spain),0.5,213,113,0
Gilbert Arenas,Washington Wizards,East,"Feb 27, 2006",G,6'3,191,24,2001,4,2005-2006,2006,Arizona,0.5,190,86,0
Yao Ming,Houston Rockets,West,"Feb 27, 2006",C,7'6,310,25,2002,3,2005-2006,2006,Shanghai Dongfang (China),0.5,229,140,0
Gilbert Arenas,Washington Wizards,East,"Feb 13, 2006",G,6'3,191,24,2001,4,2005-2006,2006,Arizona,0.5,190,86,0
Tony Parker,San Antonio Spurs,West,"Feb 13, 2006",G,6'2,185,23,2001,4,2005-2006,2006,Paris Basket Racing (France),0.5,188,83,0
Chris Bosh,Toronto Raptors,East,"Feb 6, 2006",PF,6'11,235,21,2003,2,2005-2006,2006,Georgia Tech,0.5,211,106,0
Chris Paul,New Orleans Hornets,West,"Feb 6, 2006",PG,6'0,175,20,2005,0,2005-2006,2006,Wake Forest,0.5,183,79,0
LeBron James,Cleveland Cavaliers,East,"Jan 30, 2006",F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Elton Brand,Los Angeles Clippers,West,"Jan 30, 2006",PF,6'9,254,26,1999,6,2005-2006,2006,Duke,0.5,206,115,0
Richard Hamilton,Detroit Pistons,East,"Jan 22, 2006",SG,6'7,193,28,1999,6,2005-2006,2006,Connecticut,0.5,201,87,0
Kobe Bryant,Los Angeles Lakers,West,"Jan 22, 2006",SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Allen Iverson,Philadelphia Sixers,East,"Jan 15, 2006",G,6'0,165,30,1996,9,2005-2006,2006,Georgetown,0.5,183,74,0
Kevin Garnett,Minnesota Timberwolves,West,"Jan 15, 2006",PF,6'11,240,29,1995,10,2005-2006,2006,Farragut Career Academy (Illinois),0.5,211,108,0
Mike James,Toronto Raptors,East,"Jan 8, 2006",G,6'2,188,30,1998,4,2005-2006,2006,Duquesne,0.5,188,85,0
Steve Nash,Phoenix Suns,West,"Jan 8, 2006",G,6'3,178,32,1996,9,2005-2006,2006,Santa Clara,0.5,190,80,0
Dwyane Wade,Miami Heat,East,"Jan 1, 2006",SG,6'4,220,24,2003,2,2005-2006,2006,Marquette,0.5,193,99,0
Shawn Marion,Phoenix Suns,West,"Jan 1, 2006",F,6'7,228,27,1999,6,2005-2006,2006,UNLV,0.5,201,103,0
Vince Carter,New Jersey Nets,East,"Dec 26, 2005",SF,6'6,220,29,1998,7,2005-2006,2006,North Carolina,0.5,198,99,0
Kobe Bryant,Los Angeles Lakers,West,"Dec 26, 2005",SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Joe Johnson,Atlanta Hawks,East,"Dec 19, 2005",SG,6'7,240,24,2001,4,2005-2006,2006,Arkansas,0.5,201,108,0
Kobe Bryant,Los Angeles Lakers,West,"Dec 19, 2005",SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Allen Iverson,Philadelphia Sixers,East,"Dec 12, 2005",G,6'0,165,30,1996,9,2005-2006,2006,Georgetown,0.5,183,74,0
Elton Brand,Los Angeles Clippers,West,"Dec 12, 2005",PF,6'9,254,26,1999,6,2005-2006,2006,Duke,0.5,206,115,0
Dwyane Wade,Miami Heat,East,"Dec 5, 2005",SG,6'4,220,24,2003,2,2005-2006,2006,Marquette,0.5,193,99,0
Baron Davis,Golden State Warriors,West,"Dec 5, 2005",G,6'3,215,26,1999,6,2005-2006,2006,UCLA,0.5,190,97,0
Gerald Wallace,Charlotte Bobcats,East,"Nov 28, 2005",F,6'7,220,23,2001,4,2005-2006,2006,Alabama,0.5,201,99,0
Steve Nash,Phoenix Suns,West,"Nov 28, 2005",G,6'3,178,32,1996,9,2005-2006,2006,Santa Clara,0.5,190,80,0
LeBron James,Cleveland Cavaliers,East,"Nov 21, 2005",F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Elton Brand,Los Angeles Clippers,West,"Nov 21, 2005",PF,6'9,254,26,1999,6,2005-2006,2006,Duke,0.5,206,115,0
Gilbert Arenas,Washington Wizards,East,"Nov 14, 2005",G,6'3,191,24,2001,4,2005-2006,2006,Arizona,0.5,190,86,0
Marcus Camby,Denver Nuggets,West,"Nov 14, 2005",C,6'11,240,31,1996,9,2005-2006,2006,Massachusetts,0.5,211,108,0
T.J. Ford,Milwaukee Bucks,East,"Nov 7, 2005",PG,6'0,165,22,2003,2,2005-2006,2006,Texas,0.5,183,74,0
Kobe Bryant,Los Angeles Lakers,West,"Nov 7, 2005",SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jason Kidd,New Jersey Nets,East,"Apr 17, 2005",PG,6'4,210,31,1994,10,2004-2005,2005,California,0.5,193,95,0
Tracy McGrady,Houston Rockets,West,"Apr 17, 2005",GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Vince Carter,New Jersey Nets,East,"Apr 10, 2005",SF,6'6,220,28,1998,6,2004-2005,2005,North Carolina,0.5,198,99,0
Baron Davis,Golden State Warriors,West,"Apr 10, 2005",G,6'3,215,25,1999,5,2004-2005,2005,UCLA,0.5,190,97,0
Reggie Miller,Indiana Pacers,East,"Apr 3, 2005",SG,6'7,185,39,1987,17,2004-2005,2005,UCLA,0.5,201,83,0
Baron Davis,Golden State Warriors,West,"Apr 3, 2005",G,6'3,215,25,1999,5,2004-2005,2005,UCLA,0.5,190,97,0
Allen Iverson,Philadelphia Sixers,East,"Mar 27, 2005",G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Ray Allen,Seattle SuperSonics,West,"Mar 27, 2005",SG,6'5,205,29,1996,8,2004-2005,2005,Connecticut,0.5,196,93,0
Chauncey Billups,Detroit Pistons,East,"Mar 20, 2005",G,6'3,210,28,1997,7,2004-2005,2005,Colorado,0.5,190,95,0
Jason Richardson,Golden State Warriors,West,"Mar 20, 2005",GF,6'6,225,24,2001,3,2004-2005,2005,Michigan State,0.5,198,102,0
Paul Pierce,Boston Celtics,East,"Mar 13, 2005",SF,6'7,235,27,1998,6,2004-2005,2005,Kansas,0.5,201,106,0
Tracy McGrady,Houston Rockets,West,"Mar 13, 2005",GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Allen Iverson,Philadelphia Sixers,East,"Mar 6, 2005",G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Marcus Camby,Denver Nuggets,West,"Mar 6, 2005",C,6'11,240,30,1996,8,2004-2005,2005,Massachusetts,0.5,211,108,0
Jalen Rose,Toronto Raptors,East,"Feb 27, 2005",G,6'8,210,32,1994,10,2004-2005,2005,Michigan,0.5,203,95,0
Mike Bibby,Sacramento Kings,West,"Feb 27, 2005",G,6'2,195,26,1998,6,2004-2005,2005,Arizona,0.5,188,88,0
Allen Iverson,Philadelphia Sixers,East,"Feb 13, 2005",G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Steve Nash,Phoenix Suns,West,"Feb 13, 2005",G,6'3,178,31,1996,8,2004-2005,2005,Santa Clara,0.5,190,80,0
Paul Pierce,Boston Celtics,East,"Feb 6, 2005",SF,6'7,235,27,1998,6,2004-2005,2005,Kansas,0.5,201,106,0
Tracy McGrady,Houston Rockets,West,"Feb 6, 2005",GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Vince Carter,New Jersey Nets,East,"Jan 30, 2005",SF,6'6,220,28,1998,6,2004-2005,2005,North Carolina,0.5,198,99,0
Brad Miller,Sacramento Kings,West,"Jan 30, 2005",C,7'0,261,28,1998,6,2004-2005,2005,Purdue,0.5,213,118,0
LeBron James,Cleveland Cavaliers,East,"Jan 23, 2005",F,6'8,250,20,2003,1,2004-2005,2005,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Jason Terry,Dallas Mavericks,West,"Jan 23, 2005",G,6'2,185,27,1999,5,2004-2005,2005,Arizona,0.5,188,83,0
Larry Hughes,Washington Wizards,East,"Jan 16, 2005",G,6'5,184,26,1998,6,2004-2005,2005,Saint Louis,0.5,196,83,0
Tracy McGrady,Houston Rockets,West,"Jan 16, 2005",GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Chris Bosh,Toronto Raptors,East,"Jan 9, 2005",PF,6'11,235,20,2003,1,2004-2005,2005,Georgia Tech,0.5,211,106,0
Bruce Bowen,San Antonio Spurs,West,"Jan 9, 2005",F,6'7,200,33,1993,9,2004-2005,2005,Cal State Fullerton,0.5,201,90,0
Stephon Marbury,New York Knicks,East,"Jan 2, 2005",G,6'2,180,28,1996,8,2004-2005,2005,Georgia Tech,0.5,188,81,0
Pau Gasol,Memphis Grizzlies,West,"Jan 2, 2005",FC,7'0,250,24,2001,3,2004-2005,2005,FC Barcelona Lassa (Spain),0.5,213,113,0
Allen Iverson,Philadelphia Sixers,East,"Dec 26, 2004",G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Steve Nash,Phoenix Suns,West,"Dec 26, 2004",G,6'3,178,31,1996,8,2004-2005,2005,Santa Clara,0.5,190,80,0
Shaquille O'Neal,Miami Heat,East,"Dec 19, 2004",C,7'1,325,32,1992,12,2004-2005,2005,LSU,0.5,216,147,0
Shawn Marion,Phoenix Suns,West,"Dec 19, 2004",F,6'7,228,26,1999,5,2004-2005,2005,UNLV,0.5,201,103,0
Richard Jefferson,New Jersey Nets,East,"Dec 12, 2004",SF,6'7,233,24,2001,3,2004-2005,2005,Arizona,0.5,201,105,0
Amar'e Stoudemire,Phoenix Suns,West,"Dec 12, 2004",FC,6'10,245,22,2002,2,2004-2005,2005,Cypress Creek High School (Florida),0.5,208,111,0
Gilbert Arenas,Washington Wizards,East,"Dec 5, 2004",G,6'3,191,23,2001,3,2004-2005,2005,Arizona,0.5,190,86,0
Dirk Nowitzki,Dallas Mavericks,West,"Dec 5, 2004",PF,7'0,245,26,1998,6,2004-2005,2005,DJK Wurzburg (Germany),0.5,213,111,0
LeBron James,Cleveland Cavaliers,East,"Nov 28, 2004",F,6'8,250,20,2003,1,2004-2005,2005,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Shawn Marion,Phoenix Suns,West,"Nov 28, 2004",F,6'7,228,26,1999,5,2004-2005,2005,UNLV,0.5,201,103,0
Grant Hill,Orlando Magic,East,"Nov 21, 2004",SF,6'8,225,32,1994,10,2004-2005,2005,Duke,0.5,203,102,0
Amar'e Stoudemire,Phoenix Suns,West,"Nov 21, 2004",FC,6'10,245,22,2002,2,2004-2005,2005,Cypress Creek High School (Florida),0.5,208,111,0
LeBron James,Cleveland Cavaliers,East,"Nov 14, 2004",F,6'8,250,20,2003,1,2004-2005,2005,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Ray Allen,Seattle SuperSonics,West,"Nov 14, 2004",SG,6'5,205,29,1996,8,2004-2005,2005,Connecticut,0.5,196,93,0
Dwyane Wade,Miami Heat,East,"Nov 7, 2004",SG,6'4,220,23,2003,1,2004-2005,2005,Marquette,0.5,193,99,0
Kevin Garnett,Minnesota Timberwolves,West,"Nov 7, 2004",PF,6'11,240,28,1995,9,2004-2005,2005,Farragut Career Academy (Illinois),0.5,211,108,0
Jamaal Magloire,New Orleans Hornets,East,"Apr 12, 2004",C,6'11,259,25,2000,3,2003-2004,2004,Kentucky,0.5,211,117,0
Carmelo Anthony,Denver Nuggets,West,"Apr 12, 2004",F,6'8,240,19,2003,0,2003-2004,2004,Syracuse,0.5,203,108,0
Richard Jefferson,New Jersey Nets,East,"Apr 5, 2004",SF,6'7,233,23,2001,2,2003-2004,2004,Arizona,0.5,201,105,0
Dirk Nowitzki,Dallas Mavericks,West,"Apr 5, 2004",PF,7'0,245,25,1998,5,2003-2004,2004,DJK Wurzburg (Germany),0.5,213,111,0
Metta World Peace,Indiana Pacers,East,"Mar 29, 2004",SF,6'7,260,24,1999,4,2003-2004,2004,St. John's,0.5,201,118,0
Kobe Bryant,Los Angeles Lakers,West,"Mar 29, 2004",SG,6'6,212,25,1996,7,2003-2004,2004,Lower Merion High School (Pennsylvania),0.5,198,96,0
Vince Carter,Toronto Raptors,East,"Mar 21, 2004",SF,6'6,220,27,1998,5,2003-2004,2004,North Carolina,0.5,198,99,0
Shaquille O'Neal,Los Angeles Lakers,West,"Mar 21, 2004",C,7'1,325,31,1992,11,2003-2004,2004,LSU,0.5,216,147,0
Zydrunas Ilgauskas,Cleveland Cavaliers,East,"Mar 14, 2004",C,7'3,260,28,1996,7,2003-2004,2004,BC Aisciai-Atletas (Lithuania),0.5,221,118,0
Carmelo Anthony,Denver Nuggets,West,"Mar 14, 2004",F,6'8,240,19,2003,0,2003-2004,2004,Syracuse,0.5,203,108,0
Lamar Odom,Miami Heat,East,"Mar 7, 2004",PF,6'10,230,24,1999,4,2003-2004,2004,Rhode Island,0.5,208,104,0
Yao Ming,Houston Rockets,West,"Mar 7, 2004",C,7'6,310,23,2002,1,2003-2004,2004,Shanghai Dongfang (China),0.5,229,140,0
Ben Wallace,Detroit Pistons,East,"Feb 29, 2004",FC,6'9,240,29,1996,7,2003-2004,2004,Virginia Union,0.5,206,108,0
Andrei Kirilenko,Utah Jazz,West,"Feb 29, 2004",PF,6'9,235,23,1999,2,2003-2004,2004,CSKA Moscow (Russia),0.5,206,106,0
Dwyane Wade,Miami Heat,East,"Feb 22, 2004",SG,6'4,220,22,2003,0,2003-2004,2004,Marquette,0.5,193,99,0
Kobe Bryant,Los Angeles Lakers,West,"Feb 22, 2004",SG,6'6,212,25,1996,7,2003-2004,2004,Lower Merion High School (Pennsylvania),0.5,198,96,0
Kenyon Martin,New Jersey Nets,East,"Feb 8, 2004",F,6'9,240,26,2000,3,2003-2004,2004,Cincinnati,0.5,206,108,0
Tim Duncan,San Antonio Spurs,West,"Feb 8, 2004",FC,6'11,250,27,1997,6,2003-2004,2004,Wake Forest,0.5,211,113,0
Jason Kidd,New Jersey Nets,East,"Feb 1, 2004",PG,6'4,210,30,1994,9,2003-2004,2004,California,0.5,193,95,0
Kevin Garnett,Minnesota Timberwolves,West,"Feb 1, 2004",PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Carlos Boozer,Cleveland Cavaliers,East,"Jan 25, 2004",PF,6'9,266,22,2002,1,2003-2004,2004,Duke,0.5,206,120,0
Kevin Garnett,Minnesota Timberwolves,West,"Jan 25, 2004",PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Stephon Marbury,New York Knicks,East,"Jan 18, 2004",G,6'2,180,27,1996,7,2003-2004,2004,Georgia Tech,0.5,188,81,0
Michael Finley,Dallas Mavericks,West,"Jan 18, 2004",G-F,6'7,225,30,1995,8,2003-2004,2004,Wisconsin,0.5,201,102,0
Paul Pierce,Boston Celtics,East,"Jan 11, 2004",SF,6'7,235,26,1998,5,2003-2004,2004,Kansas,0.5,201,106,0
Ray Allen,Seattle SuperSonics,West,"Jan 11, 2004",SG,6'5,205,28,1996,7,2003-2004,2004,Connecticut,0.5,196,93,0
Ben Wallace,Detroit Pistons,East,"Jan 4, 2004",FC,6'9,240,29,1996,7,2003-2004,2004,Virginia Union,0.5,206,108,0
Elton Brand,Los Angeles Clippers,West,"Jan 4, 2004",PF,6'9,254,24,1999,4,2003-2004,2004,Duke,0.5,206,115,0
Jason Kidd,New Jersey Nets,East,"Dec 28, 2003",PG,6'4,210,30,1994,9,2003-2004,2004,California,0.5,193,95,0
Sam Cassell,Minnesota Timberwolves,West,"Dec 28, 2003",G,6'3,185,34,1993,10,2003-2004,2004,Florida State,0.5,190,83,0
Tracy McGrady,Orlando Magic,East,"Dec 21, 2003",GF,6'8,210,24,1997,6,2003-2004,2004,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Kevin Garnett,Minnesota Timberwolves,West,"Dec 21, 2003",PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Paul Pierce,Boston Celtics,East,"Dec 14, 2003",SF,6'7,235,26,1998,5,2003-2004,2004,Kansas,0.5,201,106,0
Peja Stojakovic,Sacramento Kings,West,"Dec 14, 2003",F,6'10,229,26,1996,5,2003-2004,2004,PAOK BC (Greece),0.5,208,103,0
Vince Carter,Toronto Raptors,East,"Dec 7, 2003",SF,6'6,220,27,1998,5,2003-2004,2004,North Carolina,0.5,198,99,0
Shaquille O'Neal,Los Angeles Lakers,West,"Dec 7, 2003",C,7'1,325,31,1992,11,2003-2004,2004,LSU,0.5,216,147,0
Dikembe Mutombo,New York Knicks,East,"Nov 30, 2003",C,7'2,260,37,1991,12,2003-2004,2004,Georgetown,0.5,218,118,0
Voshon Lenard,Denver Nuggets,West,"Nov 30, 2003",SG,6'4,205,30,1994,8,2003-2004,2004,Minnesota,0.5,193,93,0
Chauncey Billups,Detroit Pistons,East,"Nov 23, 2003",G,6'3,210,27,1997,6,2003-2004,2004,Colorado,0.5,190,95,0
Kevin Garnett,Minnesota Timberwolves,West,"Nov 23, 2003",PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Allen Iverson,Philadelphia Sixers,East,"Nov 16, 2003",G,6'0,165,28,1996,7,2003-2004,2004,Georgetown,0.5,183,74,0
Quentin Richardson,Los Angeles Clippers,West,"Nov 16, 2003",GF,6'6,223,23,2000,3,2003-2004,2004,DePaul,0.5,198,101,0
Metta World Peace,Indiana Pacers,East,"Nov 9, 2003",SF,6'7,260,24,1999,4,2003-2004,2004,St. John's,0.5,201,118,0
Andrei Kirilenko,Utah Jazz,West,"Nov 9, 2003",PF,6'9,235,23,1999,2,2003-2004,2004,CSKA Moscow (Russia),0.5,206,106,0
